state,district,crop,season,year,area_hectares,production_tonnes,yield_tonnes_per_hectare
Andhra Pradesh,District_42,Oilseeds,Zaid,2023,4645.17,3505.39,0.75
Madhya Pradesh,District_11,Cotton,Zaid,2024,470.7,4217.38,8.96
Karnataka,District_27,Rice,Zaid,2015,379.51,16303.88,42.96
Maharashtra,District_24,Sugarcane,Rabi,2024,4530.35,8571.3,1.89
Andhra Pradesh,District_35,Maize,Zaid,2015,3362.08,5055.36,1.5
Karnataka,District_39,Cotton,Rabi,2014,3372.04,8509.27,2.52
Uttar Pradesh,District_8,Sugarcane,Rabi,2021,186.4,3311.42,17.77
Andhra Pradesh,District_18,Cotton,Rabi,2020,4691.49,17845.56,3.8
Punjab,District_13,Oilseeds,Kharif,2023,3870.53,1523.63,0.39
Andhra Pradesh,District_45,Cotton,Kharif,2020,3833.36,7129.51,1.86
Tamil Nadu,District_24,Sugarcane,Kharif,2018,4564.05,11182.88,2.45
Karnataka,District_23,Cotton,Rabi,2017,2911.86,17485.55,6.0
Maharashtra,District_12,Rice,Kharif,2019,2003.6,15652.82,7.81
Maharashtra,District_49,Rice,Zaid,2015,2429.36,546.23,0.22
Karnataka,District_30,Pulses,Rabi,2020,3897.34,16522.44,4.24
Tamil Nadu,District_31,Rice,Kharif,2018,3855.21,12798.59,3.32
Telangana,District_28,Wheat,Rabi,2014,3067.45,2753.63,0.9
Andhra Pradesh,District_22,Pulses,Kharif,2019,1129.5,12387.8,10.97
Tamil Nadu,District_44,Cotton,Zaid,2024,4103.48,16376.09,3.99
Punjab,District_28,Wheat,Rabi,2013,3253.85,12082.03,3.71
Madhya Pradesh,District_13,Maize,Kharif,2023,1145.25,19983.02,17.45
Uttar Pradesh,District_25,Sugarcane,Kharif,2015,2429.19,10189.37,4.19
Karnataka,District_44,Maize,Zaid,2013,4986.17,13495.31,2.71
Madhya Pradesh,District_46,Wheat,Zaid,2017,1675.48,1500.43,0.9
Andhra Pradesh,District_7,Rice,Kharif,2016,626.98,16282.64,25.97
Maharashtra,District_45,Oilseeds,Kharif,2014,157.25,12519.65,79.62
Uttar Pradesh,District_6,Cotton,Rabi,2019,963.93,11268.73,11.69
Madhya Pradesh,District_24,Pulses,Rabi,2015,975.48,14205.29,14.56
Telangana,District_19,Oilseeds,Kharif,2020,4297.44,11254.14,2.62
Madhya Pradesh,District_19,Oilseeds,Zaid,2016,822.97,15352.38,18.65
Punjab,District_36,Cotton,Rabi,2011,4320.12,11711.96,2.71
Maharashtra,District_9,Rice,Kharif,2018,479.25,10449.07,21.8
Karnataka,District_48,Cotton,Zaid,2016,4537.89,2786.89,0.61
Andhra Pradesh,District_36,Sugarcane,Zaid,2017,1318.95,9489.43,7.19
Karnataka,District_38,Oilseeds,Kharif,2023,3076.92,10810.87,3.51
Uttar Pradesh,District_40,Sugarcane,Kharif,2014,840.65,12529.02,14.9
Andhra Pradesh,District_29,Sugarcane,Rabi,2024,1980.78,9172.25,4.63
Tamil Nadu,District_24,Maize,Kharif,2012,474.55,3018.2,6.36
Telangana,District_48,Rice,Rabi,2011,2918.66,3092.22,1.06
Tamil Nadu,District_5,Sugarcane,Zaid,2024,1762.09,14447.66,8.2
Tamil Nadu,District_42,Wheat,Rabi,2011,4268.14,13262.8,3.11
Karnataka,District_45,Sugarcane,Kharif,2012,949.99,5264.04,5.54
Uttar Pradesh,District_26,Pulses,Rabi,2010,1435.94,8972.57,6.25
Telangana,District_14,Maize,Zaid,2010,927.41,6208.46,6.69
Madhya Pradesh,District_39,Wheat,Zaid,2016,2840.92,3702.35,1.3
Andhra Pradesh,District_29,Oilseeds,Kharif,2019,603.15,6590.66,10.93
Andhra Pradesh,District_6,Rice,Rabi,2021,987.32,5327.51,5.4
Punjab,District_7,Rice,Kharif,2020,3408.53,1740.31,0.51
Maharashtra,District_37,Pulses,Kharif,2017,418.35,10139.28,24.24
Punjab,District_18,Oilseeds,Zaid,2015,3728.66,9072.59,2.43
Madhya Pradesh,District_23,Sugarcane,Rabi,2016,566.45,14320.71,25.28
Punjab,District_44,Wheat,Kharif,2010,2948.17,12444.08,4.22
Andhra Pradesh,District_38,Pulses,Zaid,2023,4989.16,6933.23,1.39
Karnataka,District_1,Wheat,Kharif,2010,910.77,9976.45,10.95
Tamil Nadu,District_4,Sugarcane,Rabi,2018,1342.38,10768.05,8.02
Uttar Pradesh,District_44,Oilseeds,Kharif,2014,4497.21,18359.22,4.08
Tamil Nadu,District_47,Sugarcane,Rabi,2016,3150.12,19635.72,6.23
Tamil Nadu,District_35,Cotton,Zaid,2015,2488.03,16329.3,6.56
Telangana,District_23,Cotton,Zaid,2013,2835.39,11285.88,3.98
Andhra Pradesh,District_27,Sugarcane,Kharif,2010,1512.7,18569.33,12.28
Madhya Pradesh,District_26,Maize,Zaid,2013,4283.84,3644.44,0.85
Madhya Pradesh,District_8,Pulses,Kharif,2019,3739.08,13960.27,3.73
Uttar Pradesh,District_43,Cotton,Kharif,2019,3230.21,9263.31,2.87
Karnataka,District_16,Sugarcane,Rabi,2017,4662.13,2980.5,0.64
Telangana,District_41,Wheat,Kharif,2022,2911.65,1596.68,0.55
Maharashtra,District_3,Pulses,Rabi,2021,2583.79,9666.76,3.74
Karnataka,District_32,Oilseeds,Kharif,2020,4879.68,4855.49,1.0
Punjab,District_5,Cotton,Rabi,2022,1069.77,5085.07,4.75
Karnataka,District_20,Oilseeds,Zaid,2010,752.74,6472.32,8.6
Karnataka,District_14,Maize,Kharif,2011,853.3,14395.45,16.87
Tamil Nadu,District_32,Pulses,Rabi,2017,4947.74,3365.38,0.68
Karnataka,District_26,Pulses,Kharif,2024,3278.64,14379.36,4.39
Madhya Pradesh,District_47,Rice,Rabi,2011,1564.32,15675.93,10.02
Punjab,District_6,Wheat,Rabi,2020,1282.44,11930.15,9.3
Punjab,District_36,Maize,Kharif,2022,330.36,5026.39,15.21
Andhra Pradesh,District_40,Maize,Kharif,2021,703.14,1125.5,1.6
Karnataka,District_5,Oilseeds,Zaid,2024,4545.45,8218.11,1.81
Tamil Nadu,District_13,Maize,Zaid,2019,3749.34,16964.16,4.52
Karnataka,District_32,Wheat,Zaid,2018,4710.72,2127.22,0.45
Maharashtra,District_16,Maize,Kharif,2012,2147.47,14922.13,6.95
Maharashtra,District_1,Rice,Zaid,2012,3026.12,9411.01,3.11
Tamil Nadu,District_13,Cotton,Rabi,2015,2444.17,17986.78,7.36
Andhra Pradesh,District_11,Wheat,Kharif,2012,4412.86,7188.34,1.63
Andhra Pradesh,District_8,Maize,Rabi,2018,4957.34,14124.5,2.85
Punjab,District_25,Sugarcane,Rabi,2020,4667.24,14828.38,3.18
Punjab,District_40,Cotton,Rabi,2017,3010.38,4054.96,1.35
Telangana,District_32,Oilseeds,Kharif,2013,355.92,3247.12,9.12
Tamil Nadu,District_24,Pulses,Kharif,2015,3106.76,1945.35,0.63
Karnataka,District_28,Wheat,Zaid,2017,530.38,14061.49,26.51
Uttar Pradesh,District_14,Sugarcane,Zaid,2013,737.17,11008.19,14.93
Tamil Nadu,District_45,Pulses,Zaid,2024,997.16,1825.7,1.83
Telangana,District_3,Sugarcane,Zaid,2022,1849.29,6235.85,3.37
Punjab,District_36,Maize,Rabi,2014,2979.34,2932.69,0.98
Tamil Nadu,District_27,Wheat,Kharif,2016,1701.09,1944.35,1.14
Tamil Nadu,District_20,Oilseeds,Zaid,2017,2288.72,6045.55,2.64
Punjab,District_47,Maize,Rabi,2016,284.08,2016.29,7.1
Madhya Pradesh,District_15,Pulses,Kharif,2017,3117.8,5277.7,1.69
Telangana,District_27,Oilseeds,Kharif,2013,3302.31,11099.11,3.36
Punjab,District_45,Rice,Kharif,2010,541.98,11261.99,20.78
Andhra Pradesh,District_41,Sugarcane,Rabi,2015,3936.33,3443.25,0.87
Karnataka,District_28,Rice,Zaid,2014,3254.92,3901.17,1.2
Punjab,District_25,Pulses,Kharif,2020,2474.16,17113.93,6.92
Telangana,District_42,Maize,Rabi,2024,2786.66,3422.0,1.23
Maharashtra,District_44,Oilseeds,Kharif,2013,2540.08,1010.26,0.4
Andhra Pradesh,District_46,Oilseeds,Rabi,2011,316.28,4971.93,15.72
Maharashtra,District_33,Oilseeds,Zaid,2010,3688.99,11570.89,3.14
Uttar Pradesh,District_46,Cotton,Zaid,2018,2583.46,243.77,0.09
Punjab,District_14,Sugarcane,Kharif,2021,905.48,19701.24,21.76
Andhra Pradesh,District_8,Cotton,Zaid,2011,3419.62,4684.75,1.37
Karnataka,District_48,Wheat,Zaid,2018,3490.57,4838.54,1.39
Punjab,District_14,Sugarcane,Rabi,2015,1106.8,14798.49,13.37
Karnataka,District_1,Rice,Rabi,2022,3992.65,5038.76,1.26
Madhya Pradesh,District_16,Cotton,Kharif,2015,2309.7,7983.41,3.46
Tamil Nadu,District_18,Pulses,Rabi,2011,944.02,10923.98,11.57
Maharashtra,District_7,Wheat,Zaid,2015,3305.22,535.26,0.16
Andhra Pradesh,District_15,Sugarcane,Rabi,2012,3003.8,16762.12,5.58
Karnataka,District_24,Oilseeds,Zaid,2024,893.51,10289.81,11.52
Telangana,District_49,Pulses,Kharif,2016,4368.13,6327.09,1.45
Karnataka,District_13,Wheat,Zaid,2022,4279.94,8055.75,1.88
Telangana,District_9,Rice,Rabi,2019,4189.41,1210.91,0.29
Punjab,District_15,Oilseeds,Rabi,2013,2026.18,14387.82,7.1
Andhra Pradesh,District_35,Pulses,Rabi,2018,4131.88,10836.14,2.62
Karnataka,District_24,Sugarcane,Rabi,2014,4231.74,18288.43,4.32
Uttar Pradesh,District_33,Wheat,Kharif,2021,4982.87,9337.32,1.87
Karnataka,District_16,Maize,Zaid,2019,4790.14,16585.19,3.46
Madhya Pradesh,District_8,Sugarcane,Rabi,2012,1945.09,3847.74,1.98
Uttar Pradesh,District_29,Sugarcane,Zaid,2010,1031.11,1224.54,1.19
Andhra Pradesh,District_23,Oilseeds,Kharif,2010,1497.69,18973.96,12.67
Madhya Pradesh,District_45,Sugarcane,Zaid,2022,2499.17,5213.47,2.09
Karnataka,District_31,Oilseeds,Rabi,2013,4037.02,16688.32,4.13
Telangana,District_40,Sugarcane,Zaid,2024,3628.77,5220.94,1.44
Karnataka,District_49,Maize,Rabi,2019,3949.18,3201.25,0.81
Maharashtra,District_14,Pulses,Rabi,2019,1930.64,14677.36,7.6
Punjab,District_30,Pulses,Kharif,2013,1272.18,15590.28,12.25
Tamil Nadu,District_39,Pulses,Kharif,2018,169.44,16887.89,99.67
Telangana,District_27,Rice,Zaid,2017,3149.61,17310.89,5.5
Maharashtra,District_47,Maize,Zaid,2013,3985.44,9714.31,2.44
Uttar Pradesh,District_16,Maize,Rabi,2015,4451.25,8064.32,1.81
Punjab,District_6,Wheat,Rabi,2016,2407.38,15044.28,6.25
Andhra Pradesh,District_33,Cotton,Rabi,2019,4641.85,11430.79,2.46
Telangana,District_44,Pulses,Rabi,2017,1051.94,19309.15,18.36
Tamil Nadu,District_18,Cotton,Kharif,2013,2596.17,7579.14,2.92
Punjab,District_16,Wheat,Rabi,2010,1108.15,953.22,0.86
Uttar Pradesh,District_12,Maize,Kharif,2014,980.97,11827.16,12.06
Madhya Pradesh,District_20,Wheat,Zaid,2023,4769.27,7134.05,1.5
Madhya Pradesh,District_45,Sugarcane,Zaid,2010,4097.82,6919.21,1.69
Tamil Nadu,District_40,Wheat,Kharif,2020,108.41,11333.93,104.55
Andhra Pradesh,District_29,Wheat,Rabi,2020,1379.14,18443.45,13.37
Andhra Pradesh,District_30,Oilseeds,Zaid,2013,1065.42,5412.47,5.08
Uttar Pradesh,District_26,Sugarcane,Kharif,2016,778.31,7653.91,9.83
Telangana,District_22,Oilseeds,Zaid,2016,3502.19,17835.87,5.09
Uttar Pradesh,District_33,Cotton,Rabi,2010,2855.85,17914.86,6.27
Karnataka,District_39,Sugarcane,Kharif,2018,2296.98,4768.32,2.08
Andhra Pradesh,District_47,Rice,Zaid,2011,988.01,14155.98,14.33
Punjab,District_29,Wheat,Rabi,2014,1424.21,8369.66,5.88
Karnataka,District_22,Wheat,Kharif,2015,1812.7,18726.41,10.33
Madhya Pradesh,District_45,Oilseeds,Kharif,2010,3938.14,14671.68,3.73
Madhya Pradesh,District_13,Cotton,Kharif,2023,4946.49,9937.63,2.01
Maharashtra,District_9,Oilseeds,Kharif,2021,960.69,16366.49,17.04
Tamil Nadu,District_24,Maize,Zaid,2011,1740.54,19957.78,11.47
Karnataka,District_15,Sugarcane,Kharif,2016,1437.0,8996.16,6.26
Tamil Nadu,District_36,Maize,Kharif,2015,268.13,7532.9,28.09
Uttar Pradesh,District_13,Rice,Kharif,2015,1135.13,12180.02,10.73
Karnataka,District_27,Sugarcane,Kharif,2015,4512.99,13693.34,3.03
Uttar Pradesh,District_44,Rice,Kharif,2023,4222.15,14118.53,3.34
Maharashtra,District_37,Rice,Rabi,2023,879.61,9524.3,10.83
Andhra Pradesh,District_7,Rice,Zaid,2016,1862.51,6712.63,3.6
Madhya Pradesh,District_8,Pulses,Rabi,2019,1588.48,16456.3,10.36
Maharashtra,District_37,Sugarcane,Zaid,2021,781.32,19169.38,24.53
Madhya Pradesh,District_41,Sugarcane,Kharif,2023,3129.93,17293.24,5.53
Andhra Pradesh,District_14,Pulses,Zaid,2023,2808.62,13678.85,4.87
Uttar Pradesh,District_12,Cotton,Kharif,2021,2163.61,7266.99,3.36
Andhra Pradesh,District_36,Pulses,Kharif,2018,4284.72,12487.41,2.91
Madhya Pradesh,District_40,Wheat,Rabi,2018,3117.57,2113.09,0.68
Madhya Pradesh,District_17,Maize,Rabi,2024,1333.4,10724.87,8.04
Tamil Nadu,District_40,Maize,Rabi,2011,1899.84,15646.22,8.24
Punjab,District_29,Rice,Zaid,2011,793.28,5096.08,6.42
Maharashtra,District_27,Sugarcane,Zaid,2014,2977.3,10080.53,3.39
Karnataka,District_1,Sugarcane,Rabi,2019,2953.81,1558.16,0.53
Madhya Pradesh,District_34,Rice,Rabi,2016,4357.41,16786.09,3.85
Maharashtra,District_4,Wheat,Kharif,2021,4286.29,7069.62,1.65
Tamil Nadu,District_24,Maize,Zaid,2023,4192.86,11685.94,2.79
Andhra Pradesh,District_21,Pulses,Kharif,2021,2767.31,7632.84,2.76
Tamil Nadu,District_33,Cotton,Zaid,2024,3277.5,11992.25,3.66
Telangana,District_7,Oilseeds,Rabi,2022,3888.93,14909.54,3.83
Telangana,District_1,Wheat,Zaid,2012,503.84,6603.61,13.11
Karnataka,District_41,Sugarcane,Zaid,2024,1537.96,10433.3,6.78
Tamil Nadu,District_3,Oilseeds,Kharif,2024,887.0,15918.0,17.95
Uttar Pradesh,District_44,Rice,Rabi,2012,2581.77,13788.24,5.34
Karnataka,District_15,Maize,Rabi,2013,4196.46,1235.75,0.29
Uttar Pradesh,District_31,Oilseeds,Rabi,2012,1192.02,11418.3,9.58
Karnataka,District_16,Rice,Kharif,2024,3667.97,7589.04,2.07
Telangana,District_10,Sugarcane,Kharif,2024,2058.83,14204.72,6.9
Karnataka,District_29,Rice,Kharif,2012,4520.22,431.69,0.1
Telangana,District_6,Pulses,Zaid,2017,3152.61,6678.88,2.12
Madhya Pradesh,District_29,Oilseeds,Zaid,2016,4883.94,1821.21,0.37
Andhra Pradesh,District_17,Oilseeds,Kharif,2022,1266.07,18417.79,14.55
Uttar Pradesh,District_22,Maize,Kharif,2016,4623.59,17542.34,3.79
Tamil Nadu,District_24,Rice,Rabi,2024,1817.43,19364.96,10.66
Madhya Pradesh,District_17,Maize,Zaid,2023,3128.74,12905.02,4.12
Madhya Pradesh,District_21,Oilseeds,Zaid,2019,913.82,16160.27,17.68
Karnataka,District_50,Rice,Rabi,2011,3810.94,12276.19,3.22
Telangana,District_11,Rice,Rabi,2020,4892.34,9891.67,2.02
Maharashtra,District_7,Maize,Rabi,2018,3947.76,16693.03,4.23
Uttar Pradesh,District_42,Pulses,Kharif,2022,3098.19,15545.71,5.02
Madhya Pradesh,District_39,Rice,Kharif,2015,2268.66,14692.21,6.48
Karnataka,District_5,Pulses,Kharif,2023,1758.92,17888.83,10.17
Punjab,District_44,Wheat,Kharif,2012,2124.11,18582.01,8.75
Andhra Pradesh,District_48,Cotton,Kharif,2018,1675.03,8961.22,5.35
Andhra Pradesh,District_21,Wheat,Zaid,2018,4171.91,5728.14,1.37
Maharashtra,District_18,Cotton,Zaid,2015,4470.9,10284.53,2.3
Telangana,District_35,Wheat,Zaid,2022,4750.81,1952.02,0.41
Karnataka,District_20,Cotton,Rabi,2019,2120.89,18769.39,8.85
Uttar Pradesh,District_15,Rice,Zaid,2015,2753.79,19678.68,7.15
Telangana,District_5,Maize,Rabi,2017,2905.63,13088.83,4.5
Andhra Pradesh,District_13,Maize,Zaid,2017,3272.89,14948.62,4.57
Telangana,District_12,Sugarcane,Kharif,2024,62.16,6541.07,105.23
Andhra Pradesh,District_21,Cotton,Zaid,2015,4221.31,17338.72,4.11
Telangana,District_37,Sugarcane,Kharif,2016,1377.3,18016.02,13.08
Maharashtra,District_6,Pulses,Kharif,2013,2387.21,1630.35,0.68
Tamil Nadu,District_7,Pulses,Zaid,2010,4215.76,2715.73,0.64
Maharashtra,District_26,Sugarcane,Zaid,2013,4984.44,5290.97,1.06
Maharashtra,District_42,Cotton,Kharif,2017,3984.67,14103.12,3.54
Tamil Nadu,District_48,Maize,Rabi,2021,172.92,3748.96,21.68
Tamil Nadu,District_8,Cotton,Rabi,2022,1875.33,4479.59,2.39
Madhya Pradesh,District_9,Pulses,Zaid,2017,1273.69,7699.08,6.04
Madhya Pradesh,District_27,Rice,Kharif,2023,4822.45,12271.56,2.54
Karnataka,District_4,Sugarcane,Rabi,2011,1357.93,19528.56,14.38
Uttar Pradesh,District_21,Sugarcane,Zaid,2024,4719.58,15699.5,3.33
Uttar Pradesh,District_31,Pulses,Zaid,2016,4690.71,11210.24,2.39
Karnataka,District_21,Cotton,Kharif,2022,4205.08,1082.79,0.26
Maharashtra,District_40,Sugarcane,Rabi,2010,535.46,10385.11,19.39
Maharashtra,District_25,Maize,Zaid,2011,59.88,4161.3,69.49
Andhra Pradesh,District_39,Sugarcane,Rabi,2023,3979.72,6071.37,1.53
Andhra Pradesh,District_15,Cotton,Zaid,2017,4224.33,5092.13,1.21
Uttar Pradesh,District_35,Pulses,Zaid,2020,4812.8,7014.22,1.46
Karnataka,District_49,Maize,Rabi,2019,1130.99,1338.97,1.18
Punjab,District_43,Maize,Rabi,2024,3679.08,11579.07,3.15
Madhya Pradesh,District_41,Sugarcane,Kharif,2022,2619.37,1010.49,0.39
Punjab,District_37,Cotton,Kharif,2022,1675.99,13245.61,7.9
Karnataka,District_42,Sugarcane,Kharif,2013,3051.14,14642.97,4.8
Andhra Pradesh,District_47,Oilseeds,Kharif,2023,2763.59,9772.67,3.54
Uttar Pradesh,District_28,Rice,Rabi,2012,1496.86,15647.02,10.45
Uttar Pradesh,District_14,Pulses,Kharif,2023,1378.89,19351.07,14.03
Andhra Pradesh,District_4,Oilseeds,Rabi,2011,2458.57,6867.05,2.79
Punjab,District_20,Rice,Zaid,2020,2396.48,12416.25,5.18
Telangana,District_34,Maize,Rabi,2015,1545.16,6542.26,4.23
Telangana,District_12,Sugarcane,Kharif,2013,1355.47,8923.37,6.58
Andhra Pradesh,District_33,Rice,Rabi,2012,4773.82,514.43,0.11
Telangana,District_24,Wheat,Rabi,2012,4318.73,1579.56,0.37
Tamil Nadu,District_20,Rice,Rabi,2019,4093.06,15970.82,3.9
Karnataka,District_5,Sugarcane,Rabi,2012,1110.7,2884.16,2.6
Karnataka,District_38,Sugarcane,Rabi,2021,986.99,14013.11,14.2
Andhra Pradesh,District_30,Pulses,Kharif,2017,4056.18,14206.45,3.5
Maharashtra,District_24,Rice,Rabi,2018,964.14,19924.9,20.67
Madhya Pradesh,District_43,Sugarcane,Kharif,2018,2542.5,13942.36,5.48
Punjab,District_40,Sugarcane,Zaid,2014,1146.04,2662.04,2.32
Andhra Pradesh,District_7,Oilseeds,Rabi,2010,1921.45,12568.18,6.54
Telangana,District_36,Pulses,Zaid,2019,4274.6,10530.44,2.46
Punjab,District_38,Oilseeds,Kharif,2014,4462.52,18356.08,4.11
Maharashtra,District_16,Pulses,Rabi,2010,4983.56,13833.99,2.78
Telangana,District_15,Pulses,Zaid,2018,4722.33,10417.72,2.21
Uttar Pradesh,District_46,Oilseeds,Kharif,2022,3372.69,12521.86,3.71
Madhya Pradesh,District_23,Pulses,Zaid,2019,2187.04,8924.85,4.08
Tamil Nadu,District_12,Wheat,Rabi,2022,335.58,10217.31,30.45
Telangana,District_29,Maize,Rabi,2024,3060.42,14474.66,4.73
Tamil Nadu,District_44,Sugarcane,Rabi,2017,1092.87,1659.09,1.52
Punjab,District_48,Cotton,Kharif,2016,4258.17,12345.18,2.9
Tamil Nadu,District_15,Pulses,Zaid,2011,2767.05,1855.53,0.67
Punjab,District_29,Maize,Kharif,2011,3680.83,17116.03,4.65
Punjab,District_45,Pulses,Zaid,2023,3383.8,18855.02,5.57
Punjab,District_43,Maize,Kharif,2013,1769.29,15626.03,8.83
Punjab,District_49,Cotton,Rabi,2018,3807.48,14388.83,3.78
Punjab,District_21,Rice,Zaid,2023,4224.71,18880.57,4.47
Telangana,District_15,Wheat,Zaid,2018,3733.45,4448.71,1.19
Punjab,District_14,Sugarcane,Zaid,2023,3895.19,4653.78,1.19
Telangana,District_42,Rice,Kharif,2017,1832.08,9672.21,5.28
Punjab,District_44,Oilseeds,Rabi,2020,4721.26,248.51,0.05
Tamil Nadu,District_16,Cotton,Zaid,2024,2151.63,19304.89,8.97
Uttar Pradesh,District_15,Wheat,Kharif,2014,4490.4,741.82,0.17
Punjab,District_42,Wheat,Zaid,2023,4296.16,11962.63,2.78
Maharashtra,District_4,Wheat,Rabi,2016,665.44,7144.08,10.74
Punjab,District_27,Cotton,Zaid,2021,4833.04,2149.02,0.44
Punjab,District_23,Pulses,Rabi,2018,4981.89,589.84,0.12
Tamil Nadu,District_29,Pulses,Kharif,2012,3050.43,5322.13,1.74
Madhya Pradesh,District_41,Oilseeds,Kharif,2013,3926.39,2223.01,0.57
Karnataka,District_9,Pulses,Rabi,2011,4671.75,18812.54,4.03
Tamil Nadu,District_43,Rice,Rabi,2018,149.12,4970.75,33.33
Maharashtra,District_43,Sugarcane,Kharif,2016,4653.45,1973.23,0.42
Karnataka,District_7,Wheat,Rabi,2015,3155.46,15416.67,4.89
Andhra Pradesh,District_42,Oilseeds,Rabi,2014,4150.86,8343.62,2.01
Andhra Pradesh,District_4,Oilseeds,Zaid,2021,2726.58,16888.95,6.19
Madhya Pradesh,District_5,Wheat,Kharif,2016,2676.2,16784.78,6.27
Maharashtra,District_5,Rice,Kharif,2012,4492.72,19848.38,4.42
Tamil Nadu,District_11,Pulses,Rabi,2014,2561.99,16096.18,6.28
Telangana,District_41,Wheat,Rabi,2011,2385.36,4361.62,1.83
Maharashtra,District_28,Wheat,Rabi,2014,3060.53,11770.32,3.85
Uttar Pradesh,District_16,Cotton,Kharif,2016,2616.92,10572.38,4.04
Karnataka,District_41,Maize,Zaid,2024,2259.12,10212.97,4.52
Karnataka,District_30,Oilseeds,Kharif,2020,943.59,6006.47,6.37
Punjab,District_4,Rice,Zaid,2019,2017.13,4281.8,2.12
Andhra Pradesh,District_2,Rice,Rabi,2020,1446.13,14366.21,9.93
Madhya Pradesh,District_46,Pulses,Kharif,2016,2032.3,2125.06,1.05
Karnataka,District_3,Rice,Zaid,2018,2986.13,1087.36,0.36
Maharashtra,District_50,Pulses,Kharif,2012,3063.82,7686.75,2.51
Karnataka,District_21,Cotton,Zaid,2017,1231.37,14904.12,12.1
Madhya Pradesh,District_6,Cotton,Zaid,2014,468.17,17383.81,37.13
Madhya Pradesh,District_43,Sugarcane,Kharif,2016,3734.97,10848.53,2.9
Madhya Pradesh,District_18,Pulses,Rabi,2010,2666.42,16814.66,6.31
Maharashtra,District_44,Oilseeds,Kharif,2010,2238.4,603.3,0.27
Telangana,District_5,Cotton,Rabi,2013,691.5,9161.85,13.25
Punjab,District_9,Pulses,Zaid,2014,2102.59,2754.43,1.31
Andhra Pradesh,District_20,Oilseeds,Zaid,2022,4099.97,11696.08,2.85
Karnataka,District_28,Oilseeds,Kharif,2019,2928.11,18427.67,6.29
Maharashtra,District_26,Rice,Kharif,2012,500.33,243.09,0.49
Tamil Nadu,District_18,Sugarcane,Rabi,2015,1694.76,13397.6,7.91
Andhra Pradesh,District_19,Maize,Rabi,2012,4900.02,15867.76,3.24
Telangana,District_3,Wheat,Kharif,2014,2745.31,14915.18,5.43
Maharashtra,District_9,Wheat,Rabi,2020,1467.66,493.4,0.34
Uttar Pradesh,District_36,Sugarcane,Rabi,2022,4571.55,3560.28,0.78
Uttar Pradesh,District_31,Pulses,Kharif,2024,1713.2,1978.55,1.15
Punjab,District_49,Pulses,Kharif,2010,3663.04,1800.54,0.49
Punjab,District_17,Pulses,Zaid,2012,778.74,14630.66,18.79
Telangana,District_23,Maize,Zaid,2016,824.64,8553.31,10.37
Telangana,District_34,Oilseeds,Kharif,2012,2828.5,14523.95,5.13
Punjab,District_41,Wheat,Zaid,2014,1237.13,7278.97,5.88
Karnataka,District_41,Sugarcane,Rabi,2016,294.19,2429.28,8.26
Karnataka,District_5,Pulses,Kharif,2022,4636.0,14397.2,3.11
Maharashtra,District_15,Cotton,Zaid,2011,327.15,12558.54,38.39
Tamil Nadu,District_47,Rice,Kharif,2012,3601.32,2348.23,0.65
Maharashtra,District_3,Maize,Zaid,2013,1698.28,18494.85,10.89
Tamil Nadu,District_19,Pulses,Kharif,2014,4670.85,6247.52,1.34
Telangana,District_28,Wheat,Rabi,2021,4930.96,13129.13,2.66
Andhra Pradesh,District_3,Rice,Zaid,2018,1710.38,736.42,0.43
Maharashtra,District_38,Sugarcane,Kharif,2018,2975.98,8916.54,3.0
Maharashtra,District_4,Pulses,Rabi,2013,3876.27,19290.85,4.98
Tamil Nadu,District_24,Wheat,Zaid,2023,660.88,17741.52,26.85
Madhya Pradesh,District_31,Rice,Zaid,2018,3561.84,4504.81,1.26
Telangana,District_45,Cotton,Kharif,2013,4535.68,17594.69,3.88
Telangana,District_45,Maize,Rabi,2011,933.59,5932.1,6.35
Uttar Pradesh,District_11,Sugarcane,Kharif,2019,4201.61,17059.47,4.06
Madhya Pradesh,District_37,Wheat,Zaid,2010,622.24,14611.62,23.48
Tamil Nadu,District_1,Oilseeds,Kharif,2016,2863.09,7105.85,2.48
Telangana,District_9,Cotton,Kharif,2013,1729.85,18224.74,10.54
Madhya Pradesh,District_17,Maize,Rabi,2021,2384.99,9757.06,4.09
Punjab,District_1,Maize,Rabi,2017,1538.13,6422.11,4.18
Madhya Pradesh,District_3,Oilseeds,Zaid,2017,1339.67,5665.75,4.23
Karnataka,District_47,Cotton,Rabi,2021,3728.54,18787.44,5.04
Uttar Pradesh,District_26,Wheat,Kharif,2017,1154.41,15195.76,13.16
Punjab,District_31,Maize,Zaid,2015,2071.64,7062.99,3.41
Andhra Pradesh,District_26,Sugarcane,Rabi,2018,1409.06,5157.95,3.66
Maharashtra,District_23,Rice,Kharif,2023,1231.24,4311.18,3.5
Uttar Pradesh,District_30,Sugarcane,Kharif,2013,3154.13,4965.4,1.57
Andhra Pradesh,District_10,Pulses,Zaid,2014,274.87,2308.49,8.4
Maharashtra,District_8,Maize,Zaid,2013,3955.05,9746.23,2.46
Karnataka,District_44,Rice,Rabi,2014,2753.86,917.34,0.33
Madhya Pradesh,District_25,Cotton,Rabi,2011,4150.77,329.14,0.08
Telangana,District_22,Rice,Rabi,2014,1104.43,12399.64,11.23
Punjab,District_15,Rice,Rabi,2019,3561.56,1860.74,0.52
Tamil Nadu,District_41,Oilseeds,Zaid,2017,2131.89,16919.67,7.94
