state,district,soil_type,ph_level,nitrogen,phosphorus,potassium
Uttar Pradesh,District_21,Laterite,7.07,488.18,77.27,228.58
Maharashtra,District_2,Red,7.03,240.0,67.28,319.58
Andhra Pradesh,District_37,Laterite,6.6,497.06,105.64,292.45
Uttar Pradesh,District_6,Red,7.42,297.08,250.95,281.85
Punjab,District_20,Alluvial,7.16,120.42,184.54,195.03
Telangana,District_13,Red,7.46,242.91,198.59,279.92
Uttar Pradesh,District_14,Alluvial,8.32,435.97,159.95,183.67
Madhya Pradesh,District_3,Alluvial,7.92,173.32,233.22,209.15
Tamil Nadu,District_44,Black,5.69,302.88,204.33,101.75
Punjab,District_41,Red,8.45,441.47,126.14,108.83
Telangana,District_44,Laterite,6.23,452.19,249.51,389.67
Tamil Nadu,District_41,Black,7.43,219.07,118.3,342.61
Karnataka,District_25,Alluvial,7.36,101.45,291.42,336.13
Karnataka,District_15,Red,5.63,295.27,267.57,70.88
Madhya Pradesh,District_42,Laterite,8.46,416.22,182.19,171.41
Tamil Nadu,District_13,Alluvial,6.79,188.28,285.66,102.94
Karnataka,District_28,Laterite,7.93,162.37,72.27,206.27
Punjab,District_43,Alluvial,6.65,259.36,93.85,301.76
Tamil Nadu,District_4,Red,6.62,217.17,249.28,205.84
Maharashtra,District_38,Red,7.5,198.78,179.97,353.21
Telangana,District_26,Black,6.52,439.12,224.66,250.65
Andhra Pradesh,District_45,Black,6.79,156.6,157.53,183.72
Andhra Pradesh,District_19,Laterite,6.93,128.9,151.01,150.87
Punjab,District_1,Red,6.79,155.71,257.5,231.64
Andhra Pradesh,District_42,Black,6.43,297.7,244.53,345.53
Tamil Nadu,District_29,Alluvial,7.88,473.58,114.36,358.62
Tamil Nadu,District_28,Black,7.91,158.39,147.48,70.3
Punjab,District_35,Alluvial,7.83,463.5,222.68,169.27
Maharashtra,District_13,Laterite,5.56,454.6,168.0,243.28
Tamil Nadu,District_45,Black,7.05,273.81,108.35,316.92
Punjab,District_33,Alluvial,7.92,477.0,171.0,120.91
Punjab,District_5,Laterite,5.52,267.49,135.28,257.03
Madhya Pradesh,District_14,Black,6.21,187.12,126.11,183.94
Uttar Pradesh,District_9,Laterite,7.09,425.72,58.14,159.91
Madhya Pradesh,District_4,Alluvial,6.64,312.78,217.55,270.84
Andhra Pradesh,District_2,Red,7.86,313.94,233.3,84.21
Karnataka,District_14,Black,7.16,337.35,114.61,111.64
Telangana,District_3,Alluvial,7.59,107.94,294.3,153.41
Tamil Nadu,District_4,Laterite,5.59,136.75,295.9,172.6
Madhya Pradesh,District_45,Laterite,5.91,107.91,284.78,168.03
Madhya Pradesh,District_7,Red,7.02,294.76,82.46,366.0
Andhra Pradesh,District_15,Laterite,7.97,260.78,271.4,241.86
Telangana,District_28,Red,5.71,485.8,132.5,284.09
Madhya Pradesh,District_4,Laterite,5.56,386.55,88.49,391.27
Uttar Pradesh,District_48,Alluvial,7.44,396.36,195.51,318.45
Telangana,District_12,Red,6.87,213.23,77.47,176.99
Tamil Nadu,District_17,Red,6.39,357.04,144.91,189.77
Madhya Pradesh,District_17,Alluvial,5.94,152.02,109.63,186.72
Uttar Pradesh,District_6,Black,6.38,291.51,183.31,178.01
Punjab,District_44,Black,6.29,387.59,194.75,220.93
Tamil Nadu,District_48,Red,5.66,429.68,211.28,83.04
Tamil Nadu,District_3,Alluvial,7.3,418.53,162.22,131.18
Punjab,District_12,Black,8.06,152.93,144.14,207.41
Maharashtra,District_34,Black,7.68,250.37,176.04,292.91
Punjab,District_1,Laterite,7.35,234.99,149.62,122.86
Andhra Pradesh,District_5,Black,6.4,315.09,290.22,132.16
Tamil Nadu,District_6,Alluvial,7.08,233.53,284.05,184.28
Punjab,District_15,Alluvial,6.32,287.66,188.69,242.71
Madhya Pradesh,District_21,Alluvial,5.95,223.66,155.56,321.17
Telangana,District_48,Laterite,5.78,206.2,164.19,266.78
Maharashtra,District_34,Red,5.75,165.71,297.23,71.32
Andhra Pradesh,District_9,Alluvial,6.89,244.59,126.83,84.84
Karnataka,District_8,Laterite,7.66,200.74,164.31,147.16
Tamil Nadu,District_36,Red,6.91,220.88,193.37,192.35
Punjab,District_5,Alluvial,7.28,235.7,71.09,240.81
Tamil Nadu,District_26,Red,7.2,138.37,149.3,220.6
Karnataka,District_9,Alluvial,6.42,157.74,113.57,96.31
Tamil Nadu,District_21,Black,8.26,181.13,191.29,147.77
Punjab,District_43,Laterite,7.71,327.47,119.45,358.21
Punjab,District_23,Alluvial,7.67,269.91,166.08,259.93
Andhra Pradesh,District_23,Black,7.02,106.99,178.74,352.35
Maharashtra,District_28,Alluvial,6.07,487.43,124.98,191.05
Punjab,District_7,Black,6.79,248.58,237.81,259.13
Telangana,District_34,Laterite,6.17,282.07,75.35,65.51
Karnataka,District_29,Alluvial,6.07,190.18,90.7,206.41
Uttar Pradesh,District_24,Alluvial,5.8,255.11,57.01,358.53
Andhra Pradesh,District_27,Laterite,6.3,263.17,75.54,118.37
Andhra Pradesh,District_21,Red,7.52,258.8,122.0,115.29
Karnataka,District_34,Red,7.82,128.03,78.38,339.12
Maharashtra,District_12,Laterite,8.3,447.63,159.37,218.46
Uttar Pradesh,District_17,Red,6.99,110.19,114.4,82.75
Maharashtra,District_6,Black,7.47,365.15,181.59,315.84
Telangana,District_1,Laterite,8.33,174.54,212.82,213.46
Madhya Pradesh,District_9,Black,7.52,484.4,289.19,325.42
Telangana,District_42,Alluvial,7.63,211.06,288.7,172.57
Telangana,District_22,Red,7.84,229.26,228.96,369.55
Madhya Pradesh,District_38,Red,6.23,316.92,215.47,315.74
Uttar Pradesh,District_1,Red,7.82,331.1,169.89,216.69
Maharashtra,District_28,Black,8.18,318.35,219.92,390.18
Tamil Nadu,District_16,Laterite,5.7,165.88,264.67,211.27
Uttar Pradesh,District_10,Alluvial,8.22,260.47,285.38,349.44
Tamil Nadu,District_29,Alluvial,6.41,192.79,245.65,149.12
Punjab,District_46,Alluvial,8.08,131.5,250.51,338.19
Madhya Pradesh,District_14,Alluvial,5.65,198.58,106.39,263.44
Tamil Nadu,District_46,Alluvial,8.27,348.04,268.95,269.94
Karnataka,District_13,Alluvial,6.45,254.21,239.11,169.15
Karnataka,District_2,Laterite,7.82,461.39,134.26,224.39
Karnataka,District_20,Laterite,5.76,348.63,86.49,163.6
Karnataka,District_2,Red,7.93,247.52,106.89,220.03
Maharashtra,District_18,Black,6.55,483.15,79.95,206.0
Madhya Pradesh,District_5,Red,8.17,449.33,152.08,389.17
Karnataka,District_26,Red,7.05,273.1,298.01,78.13
Telangana,District_4,Black,8.22,414.4,96.03,351.92
Karnataka,District_39,Laterite,7.06,368.17,175.14,83.23
Andhra Pradesh,District_31,Laterite,8.11,291.59,61.18,206.66
Tamil Nadu,District_4,Alluvial,7.03,339.81,269.97,115.17
Andhra Pradesh,District_45,Alluvial,6.8,326.3,260.37,289.76
Andhra Pradesh,District_11,Black,7.78,192.65,54.31,267.03
Punjab,District_2,Black,6.58,180.26,122.24,134.55
Telangana,District_9,Red,7.72,359.2,173.29,206.81
Madhya Pradesh,District_13,Red,6.83,243.24,152.95,183.22
Maharashtra,District_42,Black,6.06,118.86,213.06,186.72
Madhya Pradesh,District_16,Black,8.43,403.13,133.12,78.29
Madhya Pradesh,District_18,Black,6.32,212.16,71.78,127.78
Telangana,District_37,Alluvial,6.58,445.66,248.14,155.41
Uttar Pradesh,District_29,Alluvial,7.08,124.5,238.72,168.94
Madhya Pradesh,District_32,Black,7.9,317.2,145.15,162.96
Maharashtra,District_18,Laterite,6.87,175.88,77.85,370.98
Madhya Pradesh,District_27,Alluvial,6.22,270.64,127.85,51.3
Telangana,District_14,Alluvial,7.56,249.63,251.39,145.05
Maharashtra,District_9,Laterite,7.83,285.68,197.01,199.33
Karnataka,District_34,Black,7.92,338.09,118.62,255.53
Telangana,District_11,Laterite,7.11,284.42,63.64,398.78
Andhra Pradesh,District_23,Black,7.56,361.5,266.77,194.78
Uttar Pradesh,District_25,Alluvial,6.53,186.73,115.38,76.31
Madhya Pradesh,District_18,Laterite,5.94,282.05,155.9,180.98
Telangana,District_40,Laterite,5.96,124.95,145.89,320.25
Andhra Pradesh,District_7,Black,5.63,310.42,196.05,326.69
Maharashtra,District_33,Red,6.2,268.16,154.12,341.45
Karnataka,District_29,Black,7.48,360.35,263.06,231.89
Karnataka,District_6,Alluvial,8.23,174.14,135.45,248.22
Karnataka,District_4,Red,7.88,206.58,227.64,147.0
Andhra Pradesh,District_17,Black,7.8,374.26,73.28,178.54
Tamil Nadu,District_26,Black,8.23,240.37,95.34,183.71
Tamil Nadu,District_44,Red,6.18,458.53,194.12,238.89
Madhya Pradesh,District_17,Alluvial,5.68,164.1,75.15,346.75
Telangana,District_41,Alluvial,6.76,381.58,144.89,69.12
Tamil Nadu,District_28,Alluvial,6.63,157.06,275.8,373.6
Tamil Nadu,District_37,Red,7.29,241.93,118.36,356.5
Tamil Nadu,District_2,Laterite,6.95,151.4,142.62,235.76
Madhya Pradesh,District_10,Black,7.74,290.02,128.61,285.59
Tamil Nadu,District_31,Red,7.89,375.51,151.74,334.57
Andhra Pradesh,District_37,Red,7.23,188.28,276.91,328.71
Karnataka,District_19,Alluvial,6.12,496.97,79.97,264.06
Maharashtra,District_9,Black,8.14,218.13,68.46,385.46
Andhra Pradesh,District_43,Red,6.29,356.98,66.1,348.0
Uttar Pradesh,District_49,Black,7.8,232.1,296.08,59.64
Uttar Pradesh,District_26,Red,7.02,216.16,243.53,246.48
Uttar Pradesh,District_47,Alluvial,7.17,201.31,225.55,62.34
Tamil Nadu,District_36,Laterite,5.98,281.77,237.29,191.11
Tamil Nadu,District_34,Red,7.21,468.61,81.54,73.03
Andhra Pradesh,District_18,Laterite,8.0,275.99,130.67,201.69
Maharashtra,District_18,Laterite,6.81,394.64,146.26,157.98
Madhya Pradesh,District_11,Alluvial,6.47,266.29,166.16,364.77
Karnataka,District_46,Laterite,6.31,364.39,66.6,355.27
Tamil Nadu,District_13,Laterite,6.92,202.44,128.37,154.56
Telangana,District_34,Black,6.24,461.61,129.57,262.22
Madhya Pradesh,District_17,Black,6.82,488.82,249.35,143.61
Punjab,District_30,Laterite,6.99,361.53,129.23,160.3
Maharashtra,District_19,Red,6.01,143.29,199.55,77.24
Punjab,District_27,Black,8.07,154.6,169.09,335.81
Punjab,District_48,Laterite,7.66,354.59,187.89,62.04
Tamil Nadu,District_30,Red,7.95,114.45,55.26,153.87
Telangana,District_47,Laterite,8.09,154.72,244.12,145.39
Uttar Pradesh,District_19,Alluvial,7.03,327.55,117.16,235.22
Andhra Pradesh,District_27,Laterite,8.15,438.49,177.05,136.33
Madhya Pradesh,District_11,Red,7.29,202.72,267.6,177.66
Karnataka,District_34,Laterite,8.38,349.35,52.17,151.84
Madhya Pradesh,District_37,Alluvial,6.79,228.3,150.74,97.61
Telangana,District_16,Red,7.83,291.92,267.6,160.12
Tamil Nadu,District_36,Laterite,6.55,112.59,241.48,313.34
Telangana,District_19,Alluvial,5.88,436.64,179.75,358.96
Andhra Pradesh,District_3,Red,8.09,482.17,77.58,159.25
Punjab,District_40,Laterite,7.6,228.97,119.72,111.44
Tamil Nadu,District_2,Black,7.25,435.73,162.12,396.99
Uttar Pradesh,District_46,Laterite,8.35,142.81,109.08,291.35
Punjab,District_43,Alluvial,7.87,479.62,55.46,318.75
Maharashtra,District_37,Black,5.72,496.02,297.78,135.24
Telangana,District_12,Alluvial,5.63,107.37,167.56,201.1
Maharashtra,District_18,Laterite,7.23,156.41,145.51,280.11
Andhra Pradesh,District_9,Laterite,6.87,313.2,210.21,130.55
Madhya Pradesh,District_31,Red,5.65,324.62,204.72,137.91
Madhya Pradesh,District_49,Red,5.79,334.81,65.14,377.72
Telangana,District_48,Laterite,6.53,130.43,110.19,81.48
Karnataka,District_30,Alluvial,6.78,437.47,125.41,277.0
Andhra Pradesh,District_17,Black,7.67,444.05,187.79,226.18
Telangana,District_13,Alluvial,7.8,417.59,289.05,297.92
Madhya Pradesh,District_15,Laterite,7.1,389.55,213.14,141.51
Telangana,District_7,Alluvial,5.94,108.34,281.55,52.23
Karnataka,District_42,Red,6.57,432.25,295.51,53.21
Uttar Pradesh,District_16,Alluvial,7.92,102.93,67.06,364.93
Madhya Pradesh,District_1,Black,8.24,168.61,181.35,332.27
Madhya Pradesh,District_16,Alluvial,6.41,150.06,133.78,286.21
Punjab,District_36,Red,5.67,386.76,127.74,97.61
Uttar Pradesh,District_42,Alluvial,6.33,167.42,117.66,247.97
Punjab,District_1,Laterite,7.96,346.49,114.1,155.14
Telangana,District_44,Alluvial,6.69,154.8,180.76,116.75
Madhya Pradesh,District_1,Laterite,5.9,374.11,296.99,134.89
Telangana,District_50,Alluvial,7.56,459.72,171.69,128.12
Uttar Pradesh,District_49,Alluvial,8.0,408.87,215.41,275.96
Madhya Pradesh,District_37,Black,7.4,217.13,182.44,249.09
Maharashtra,District_22,Alluvial,7.84,389.09,273.38,107.81
Maharashtra,District_28,Laterite,8.04,497.86,103.88,259.71
Tamil Nadu,District_50,Red,6.32,368.01,75.7,152.58
Telangana,District_35,Red,7.57,150.91,160.26,200.03
Madhya Pradesh,District_18,Alluvial,7.95,324.7,195.3,115.56
Andhra Pradesh,District_48,Red,5.54,265.46,88.84,164.91
Uttar Pradesh,District_44,Alluvial,7.94,177.31,206.88,353.0
Andhra Pradesh,District_11,Alluvial,7.62,173.04,114.16,173.6
Telangana,District_17,Black,7.16,421.68,72.64,333.86
Uttar Pradesh,District_39,Red,5.51,162.9,279.05,92.09
Punjab,District_37,Alluvial,5.77,480.41,60.65,138.78
Uttar Pradesh,District_31,Black,6.56,474.08,62.39,262.84
Tamil Nadu,District_41,Alluvial,6.05,456.72,296.21,83.46
Madhya Pradesh,District_32,Laterite,6.03,173.48,137.55,195.8
Maharashtra,District_48,Laterite,6.41,255.9,191.99,312.93
Maharashtra,District_33,Red,5.52,294.21,97.73,95.87
Uttar Pradesh,District_50,Red,5.84,381.99,157.98,52.03
Uttar Pradesh,District_38,Black,6.77,210.66,68.53,341.14
Madhya Pradesh,District_16,Black,7.51,155.85,56.63,97.41
Punjab,District_34,Red,6.9,350.17,299.89,266.64
Madhya Pradesh,District_14,Alluvial,8.44,318.88,101.17,269.52
Tamil Nadu,District_36,Laterite,5.6,303.86,146.65,344.39
Madhya Pradesh,District_15,Alluvial,7.57,125.55,198.26,208.85
Madhya Pradesh,District_17,Red,7.44,322.1,179.43,175.91
Telangana,District_9,Laterite,7.55,187.88,140.27,390.77
Tamil Nadu,District_14,Alluvial,6.75,265.66,55.08,65.56
Andhra Pradesh,District_45,Black,6.64,240.06,175.65,273.91
Telangana,District_24,Alluvial,8.11,327.0,286.2,295.7
Telangana,District_11,Alluvial,5.97,244.21,234.94,87.54
Punjab,District_29,Red,6.41,305.27,229.23,145.51
Tamil Nadu,District_25,Red,5.95,448.83,286.63,106.43
Tamil Nadu,District_4,Alluvial,5.88,414.19,98.04,169.19
Madhya Pradesh,District_32,Laterite,6.7,455.7,293.26,384.09
Karnataka,District_32,Black,8.26,411.77,295.65,209.49
Punjab,District_3,Red,8.23,263.54,173.41,255.37
Karnataka,District_6,Alluvial,7.49,338.75,244.26,311.91
Madhya Pradesh,District_19,Laterite,7.0,358.79,55.65,154.57
Maharashtra,District_17,Black,7.24,342.13,292.43,334.82
Karnataka,District_48,Alluvial,7.44,355.0,162.97,398.35
Uttar Pradesh,District_5,Alluvial,7.0,353.81,297.53,239.62
Maharashtra,District_10,Black,7.09,372.34,157.82,271.34
Andhra Pradesh,District_27,Red,7.92,375.26,214.61,152.79
Karnataka,District_36,Laterite,8.02,335.35,79.48,101.92
Madhya Pradesh,District_32,Alluvial,7.07,203.29,88.68,266.94
Tamil Nadu,District_21,Laterite,7.23,305.76,161.94,134.3
Maharashtra,District_48,Red,6.02,290.5,145.3,205.75
Uttar Pradesh,District_32,Alluvial,6.62,382.95,80.67,224.52
Punjab,District_43,Black,7.13,448.13,59.56,54.71
Punjab,District_34,Black,6.82,448.79,240.35,190.67
Uttar Pradesh,District_49,Alluvial,7.8,191.57,93.89,185.76
Maharashtra,District_15,Red,6.15,289.7,267.84,123.17
Uttar Pradesh,District_9,Red,6.19,449.17,153.3,61.43
Madhya Pradesh,District_2,Red,8.28,338.56,158.06,100.33
Andhra Pradesh,District_39,Red,5.84,381.81,124.78,345.12
Karnataka,District_45,Laterite,6.22,397.08,112.6,105.36
Tamil Nadu,District_6,Alluvial,7.72,130.23,138.8,321.78
Maharashtra,District_27,Alluvial,7.08,263.17,252.17,116.09
Andhra Pradesh,District_21,Black,5.86,300.09,220.54,237.09
Andhra Pradesh,District_34,Laterite,7.44,494.39,281.5,254.9
Karnataka,District_40,Alluvial,6.16,449.35,173.46,303.45
Tamil Nadu,District_22,Alluvial,6.07,487.28,251.57,83.37
Karnataka,District_8,Laterite,6.35,383.63,99.87,262.93
Maharashtra,District_20,Alluvial,6.63,292.96,66.41,278.06
Punjab,District_38,Alluvial,8.21,493.77,114.25,378.91
Tamil Nadu,District_9,Alluvial,7.02,346.88,258.73,172.16
Uttar Pradesh,District_19,Red,6.01,318.32,291.81,268.31
Punjab,District_32,Alluvial,8.41,497.37,226.81,325.91
Uttar Pradesh,District_11,Laterite,6.65,320.56,152.84,340.15
Madhya Pradesh,District_28,Laterite,8.32,178.99,254.34,155.37
Madhya Pradesh,District_49,Red,6.61,267.5,210.88,167.04
Karnataka,District_36,Black,5.76,311.14,72.67,326.27
Uttar Pradesh,District_21,Black,7.41,435.28,283.45,254.11
Tamil Nadu,District_2,Laterite,8.31,296.2,84.98,81.65
Uttar Pradesh,District_7,Red,7.6,356.24,164.09,151.11
Madhya Pradesh,District_25,Laterite,5.62,474.79,296.8,279.76
Andhra Pradesh,District_42,Alluvial,6.27,410.3,126.78,185.04
Punjab,District_36,Red,7.22,305.55,85.2,271.41
Punjab,District_21,Alluvial,5.52,259.05,224.51,392.89
Andhra Pradesh,District_38,Black,7.11,354.86,137.8,357.34
Telangana,District_41,Laterite,7.9,494.35,188.8,131.35
Andhra Pradesh,District_13,Black,8.46,358.97,269.95,90.52
Karnataka,District_26,Alluvial,7.1,180.81,91.36,298.63
Andhra Pradesh,District_23,Black,7.54,178.69,176.28,60.95
Punjab,District_13,Black,5.96,139.57,79.59,179.57
Madhya Pradesh,District_36,Alluvial,5.85,170.22,184.67,110.39
Punjab,District_29,Laterite,7.43,459.55,262.34,53.77
Maharashtra,District_9,Laterite,5.98,221.39,221.65,326.97
Andhra Pradesh,District_20,Alluvial,7.79,125.59,97.68,341.43
Punjab,District_21,Red,7.58,376.93,216.68,129.28
Punjab,District_41,Black,6.62,117.3,165.57,211.47
Punjab,District_8,Red,7.5,108.32,141.45,274.35
Madhya Pradesh,District_26,Alluvial,6.61,227.02,97.64,182.35
Karnataka,District_38,Red,7.36,103.5,123.23,349.19
Maharashtra,District_27,Black,7.48,306.25,59.28,253.35
Punjab,District_23,Black,7.63,379.78,273.5,171.68
Telangana,District_31,Red,7.08,182.65,128.08,336.01
Andhra Pradesh,District_14,Laterite,6.61,336.9,274.84,103.3
Telangana,District_17,Black,7.35,272.86,285.83,88.5
Karnataka,District_8,Alluvial,6.94,444.1,225.22,385.22
Madhya Pradesh,District_10,Black,5.68,302.54,197.68,302.73
Uttar Pradesh,District_15,Alluvial,6.97,242.84,266.8,354.75
Tamil Nadu,District_31,Red,6.6,308.45,69.47,382.94
Punjab,District_23,Black,5.67,196.67,204.17,264.58
Karnataka,District_34,Black,5.82,259.02,281.08,204.28
Andhra Pradesh,District_23,Red,7.21,311.04,273.98,392.11
Uttar Pradesh,District_21,Laterite,7.95,385.17,242.58,260.41
Madhya Pradesh,District_10,Red,6.93,171.05,110.83,394.95
Uttar Pradesh,District_22,Alluvial,5.65,406.27,217.51,138.16
Uttar Pradesh,District_42,Black,8.03,135.16,273.96,364.3
Telangana,District_29,Black,7.49,108.63,139.48,212.14
Karnataka,District_49,Laterite,8.25,439.29,210.71,130.02
Telangana,District_17,Alluvial,8.47,129.8,153.28,319.61
Madhya Pradesh,District_28,Black,8.04,445.29,275.82,95.1
Madhya Pradesh,District_40,Red,8.23,486.03,109.19,389.39
Madhya Pradesh,District_23,Laterite,7.81,378.53,120.29,394.67
Maharashtra,District_44,Alluvial,8.25,294.97,220.23,338.39
Uttar Pradesh,District_1,Red,6.91,316.27,54.12,136.59
Punjab,District_42,Black,8.28,289.93,119.91,229.05
Telangana,District_2,Alluvial,6.14,246.79,122.12,255.61
Uttar Pradesh,District_17,Black,5.85,295.36,225.06,302.14
Karnataka,District_34,Black,6.92,206.47,176.8,149.86
Maharashtra,District_13,Black,6.27,176.11,65.27,377.89
Karnataka,District_7,Red,7.46,228.59,157.23,349.56
Tamil Nadu,District_26,Alluvial,7.95,101.22,297.83,152.69
Andhra Pradesh,District_28,Red,6.15,274.31,273.43,182.26
Punjab,District_7,Laterite,5.71,117.68,253.99,56.14
Karnataka,District_9,Laterite,7.32,158.21,204.9,362.31
Maharashtra,District_47,Black,7.48,257.64,81.7,358.76
Punjab,District_25,Black,7.24,376.77,274.78,127.21
Madhya Pradesh,District_41,Red,7.57,318.25,139.95,387.42
Tamil Nadu,District_39,Alluvial,5.67,225.34,92.56,386.86
Telangana,District_44,Laterite,7.55,129.27,84.44,204.43
Karnataka,District_8,Red,7.03,267.8,261.82,90.72
Punjab,District_7,Black,6.36,462.81,208.68,332.88
Madhya Pradesh,District_6,Laterite,6.82,167.49,76.89,209.63
Punjab,District_10,Red,6.06,444.85,262.1,53.62
Karnataka,District_27,Laterite,5.57,407.9,113.85,344.49
Telangana,District_20,Red,6.09,324.52,199.57,346.64
Uttar Pradesh,District_3,Alluvial,7.02,282.51,290.11,143.3
Maharashtra,District_30,Alluvial,6.82,362.82,247.56,253.36
Telangana,District_30,Laterite,8.37,401.78,218.2,358.17
Tamil Nadu,District_32,Black,8.2,411.93,242.45,257.33
Uttar Pradesh,District_31,Laterite,6.24,379.78,184.67,92.55
Karnataka,District_21,Laterite,6.76,246.66,151.82,127.11
Madhya Pradesh,District_20,Alluvial,8.4,109.78,54.36,253.1
Telangana,District_12,Red,6.7,294.06,50.03,149.96
Uttar Pradesh,District_35,Red,8.44,157.37,281.62,168.41
Karnataka,District_18,Black,6.19,280.21,75.51,393.66
Karnataka,District_23,Red,7.3,283.52,199.45,141.21
Punjab,District_28,Laterite,7.78,304.14,191.81,196.08
Uttar Pradesh,District_14,Alluvial,5.88,475.74,200.16,204.5
Uttar Pradesh,District_48,Laterite,8.44,351.73,176.32,131.59
Karnataka,District_8,Black,7.56,115.76,286.6,313.33
Madhya Pradesh,District_16,Alluvial,5.7,393.62,137.46,189.29
Punjab,District_49,Laterite,5.71,375.71,126.87,158.5
Uttar Pradesh,District_1,Alluvial,6.41,413.48,140.94,321.39
Madhya Pradesh,District_5,Black,8.4,250.46,101.55,339.14
Uttar Pradesh,District_5,Red,8.01,464.67,230.69,224.52
Telangana,District_23,Red,7.74,371.97,136.59,344.1
Telangana,District_18,Alluvial,6.26,165.65,65.51,394.57
Punjab,District_35,Black,8.05,377.82,79.21,201.7
Punjab,District_4,Black,7.13,269.94,242.37,112.31
Andhra Pradesh,District_29,Red,8.47,259.89,74.12,314.13
Madhya Pradesh,District_16,Alluvial,6.32,129.86,103.11,316.17
Madhya Pradesh,District_20,Red,8.14,368.98,143.85,302.64
Uttar Pradesh,District_23,Black,5.68,237.88,248.42,135.76
Telangana,District_5,Laterite,7.96,326.77,68.94,257.03
Punjab,District_48,Black,7.22,456.68,98.71,165.51
Tamil Nadu,District_37,Laterite,6.91,247.89,99.74,363.05
Maharashtra,District_50,Alluvial,6.17,181.46,166.31,110.37
