state,district,year,rainfall_mm,avg_temperature_celsius,humidity
Madhya Pradesh,District_6,2019,824.08,21.65,86.37
Madhya Pradesh,District_38,2024,984.93,21.29,78.31
Telangana,District_48,2015,1582.84,38.07,80.7
Karnataka,District_15,2017,1524.02,21.97,63.93
Tamil Nadu,District_8,2013,1572.31,20.07,58.25
Andhra Pradesh,District_29,2024,1563.6,26.81,44.6
Tamil Nadu,District_2,2011,1864.78,21.73,67.9
Maharashtra,District_11,2012,1598.81,20.87,77.17
Madhya Pradesh,District_9,2019,1754.24,25.97,49.8
Tamil Nadu,District_16,2024,1275.31,38.23,59.46
Tamil Nadu,District_24,2013,1395.09,18.67,86.37
Uttar Pradesh,District_34,2014,1945.12,22.57,82.19
Madhya Pradesh,District_43,2011,1779.51,36.13,79.91
Andhra Pradesh,District_24,2024,1621.51,23.4,41.97
Tamil Nadu,District_49,2017,1465.37,27.7,48.28
Andhra Pradesh,District_38,2021,909.48,20.17,55.3
Maharashtra,District_38,2021,1231.81,35.49,55.18
Karnataka,District_25,2014,393.72,34.2,46.45
Andhra Pradesh,District_41,2016,1007.48,20.82,54.47
Punjab,District_33,2018,490.22,38.86,61.41
Uttar Pradesh,District_44,2016,1538.69,30.99,42.47
Punjab,District_43,2013,1816.94,35.56,60.16
Karnataka,District_17,2012,595.94,34.8,64.83
Uttar Pradesh,District_7,2017,717.66,29.42,42.05
Uttar Pradesh,District_27,2024,1756.87,34.44,73.71
Uttar Pradesh,District_36,2023,1295.91,23.23,43.99
Madhya Pradesh,District_41,2022,1300.13,18.47,72.4
Telangana,District_19,2018,1256.89,25.53,89.7
Tamil Nadu,District_15,2014,671.04,21.36,43.03
Karnataka,District_6,2015,713.62,39.58,53.61
Tamil Nadu,District_36,2019,1914.39,38.32,46.47
Andhra Pradesh,District_5,2021,1529.9,21.17,58.46
Tamil Nadu,District_45,2021,453.74,25.57,81.76
Uttar Pradesh,District_5,2022,679.0,29.2,86.47
Maharashtra,District_2,2019,1366.1,26.77,81.99
Punjab,District_43,2015,781.89,33.4,74.55
Karnataka,District_18,2022,727.95,29.08,75.86
Tamil Nadu,District_32,2012,643.99,30.44,46.02
Madhya Pradesh,District_47,2021,615.74,32.91,52.44
Karnataka,District_49,2013,1342.66,18.52,58.19
Karnataka,District_29,2020,1839.94,18.27,42.51
Maharashtra,District_49,2018,913.92,21.92,81.08
Andhra Pradesh,District_20,2015,506.56,33.8,52.78
Tamil Nadu,District_19,2021,511.31,23.29,42.61
Madhya Pradesh,District_16,2023,1887.27,38.24,43.65
Telangana,District_11,2014,1198.85,19.73,88.47
Uttar Pradesh,District_28,2018,1092.69,30.76,85.6
Karnataka,District_22,2017,1814.26,18.56,87.94
Madhya Pradesh,District_27,2018,1162.09,39.39,87.84
Andhra Pradesh,District_17,2022,1117.02,22.7,79.97
Telangana,District_8,2023,1875.31,30.93,53.8
Karnataka,District_8,2020,1106.58,38.97,56.24
Telangana,District_23,2018,964.63,18.67,60.1
Tamil Nadu,District_32,2013,1288.83,29.28,79.25
Tamil Nadu,District_44,2017,1961.29,29.59,86.34
Madhya Pradesh,District_15,2019,1938.51,25.73,62.02
Punjab,District_27,2018,1618.52,32.4,55.07
Karnataka,District_4,2020,1148.78,29.94,52.14
Madhya Pradesh,District_40,2014,1798.48,23.48,52.82
Madhya Pradesh,District_32,2013,1012.95,33.52,40.34
Karnataka,District_47,2019,1388.24,28.26,51.71
Punjab,District_37,2010,605.03,28.35,54.75
Madhya Pradesh,District_10,2012,1424.19,38.94,78.78
Tamil Nadu,District_28,2019,769.38,29.77,67.43
Andhra Pradesh,District_32,2011,1611.98,35.26,56.55
Telangana,District_32,2021,1003.87,37.08,69.85
Karnataka,District_15,2016,977.3,30.78,79.42
Karnataka,District_6,2013,1569.18,35.3,70.5
Maharashtra,District_9,2018,1023.04,24.81,43.51
Madhya Pradesh,District_38,2018,1513.84,22.0,52.05
Telangana,District_30,2011,1753.61,33.3,54.29
Punjab,District_41,2012,532.69,38.38,58.15
Uttar Pradesh,District_40,2017,1114.34,18.93,41.23
Tamil Nadu,District_16,2019,1906.35,34.79,77.22
Punjab,District_25,2023,1680.71,18.62,63.52
Karnataka,District_10,2012,1955.14,28.09,84.83
Karnataka,District_30,2013,1762.52,32.9,65.88
Tamil Nadu,District_9,2020,827.37,26.92,89.41
Uttar Pradesh,District_40,2012,604.56,24.62,75.03
Telangana,District_46,2021,657.92,22.11,84.34
Madhya Pradesh,District_7,2022,668.72,39.51,88.66
Andhra Pradesh,District_43,2023,428.75,30.55,63.59
Tamil Nadu,District_48,2011,1841.55,20.81,71.66
Andhra Pradesh,District_49,2010,1154.33,19.06,85.7
Karnataka,District_40,2012,472.16,23.35,68.77
Andhra Pradesh,District_12,2018,1596.49,29.85,42.64
Andhra Pradesh,District_17,2023,853.59,34.54,74.85
Tamil Nadu,District_25,2017,420.76,39.58,86.79
Punjab,District_47,2018,622.59,36.35,79.06
Karnataka,District_7,2019,1417.83,31.46,79.56
Telangana,District_19,2014,1649.81,32.66,43.96
Maharashtra,District_17,2014,731.25,29.49,76.87
Andhra Pradesh,District_32,2023,1281.0,27.56,41.61
Karnataka,District_23,2017,301.48,35.26,86.53
Maharashtra,District_45,2023,773.26,21.9,85.72
Telangana,District_32,2022,608.78,25.35,89.01
Maharashtra,District_26,2014,430.13,39.53,55.16
Telangana,District_8,2013,1122.62,30.58,67.01
Madhya Pradesh,District_22,2018,1372.73,28.97,68.94
Punjab,District_46,2010,378.84,36.72,67.84
Maharashtra,District_8,2015,534.42,34.76,60.61
Telangana,District_46,2016,1884.9,25.17,89.34
Punjab,District_5,2023,679.29,31.77,84.33
Uttar Pradesh,District_12,2024,1591.98,22.08,70.52
Uttar Pradesh,District_27,2015,1571.15,19.17,72.39
Andhra Pradesh,District_20,2021,846.69,39.78,75.71
Maharashtra,District_11,2024,647.0,34.22,70.18
Telangana,District_36,2019,714.72,38.48,75.38
Madhya Pradesh,District_2,2017,1262.03,36.3,80.82
Karnataka,District_10,2020,947.97,27.42,88.89
Tamil Nadu,District_42,2017,1142.46,36.95,82.45
Punjab,District_7,2014,1679.74,35.31,46.47
Maharashtra,District_12,2022,1153.9,23.68,67.32
Punjab,District_16,2021,1991.89,31.71,71.6
Maharashtra,District_31,2024,1431.92,24.71,53.29
Maharashtra,District_27,2022,652.32,23.15,63.78
Maharashtra,District_32,2013,1149.18,19.8,86.63
Tamil Nadu,District_42,2020,1682.81,29.95,52.95
Maharashtra,District_40,2016,671.11,26.63,55.86
Punjab,District_27,2018,1540.02,19.94,85.41
Andhra Pradesh,District_25,2022,356.86,33.8,44.72
Andhra Pradesh,District_40,2011,1902.48,33.91,84.01
Karnataka,District_5,2021,1427.71,23.18,55.19
Tamil Nadu,District_4,2016,576.37,39.03,64.92
Punjab,District_44,2015,1786.3,35.11,72.14
Madhya Pradesh,District_43,2012,439.1,35.72,72.32
Uttar Pradesh,District_15,2024,990.08,18.08,89.0
Karnataka,District_13,2011,1552.81,39.53,41.74
Andhra Pradesh,District_33,2010,1893.59,39.79,75.19
Maharashtra,District_5,2011,892.98,29.16,82.28
Maharashtra,District_6,2021,1711.87,39.67,69.42
Telangana,District_45,2014,634.48,31.47,88.79
Tamil Nadu,District_25,2010,359.69,20.95,60.88
Telangana,District_25,2017,348.89,35.91,77.49
Tamil Nadu,District_10,2013,1418.89,30.28,74.32
Tamil Nadu,District_12,2012,562.15,25.53,41.57
Maharashtra,District_3,2019,385.55,23.2,67.64
Maharashtra,District_29,2011,1960.47,29.42,53.05
Karnataka,District_29,2010,711.42,33.22,66.44
Andhra Pradesh,District_43,2017,1086.34,37.29,84.2
Andhra Pradesh,District_24,2018,1342.24,31.17,71.51
Maharashtra,District_24,2012,545.58,27.14,69.69
Andhra Pradesh,District_25,2012,907.19,31.91,73.62
Tamil Nadu,District_47,2018,1401.1,28.93,66.42
Andhra Pradesh,District_49,2016,1387.59,32.34,62.39
Punjab,District_37,2021,1731.5,31.4,58.72
Madhya Pradesh,District_5,2021,1043.62,39.53,75.0
Karnataka,District_11,2018,1812.71,31.69,78.79
Andhra Pradesh,District_40,2011,1459.73,33.2,61.16
Andhra Pradesh,District_43,2016,1255.58,37.63,42.19
Uttar Pradesh,District_22,2023,499.13,38.09,67.16
Karnataka,District_15,2022,1277.0,21.1,68.68
Karnataka,District_9,2017,1310.94,27.98,63.95
Maharashtra,District_50,2020,1589.97,38.74,58.0
Karnataka,District_6,2013,1522.54,39.11,84.8
Punjab,District_26,2022,1200.97,22.18,64.06
Maharashtra,District_6,2019,1307.81,27.76,79.95
Tamil Nadu,District_32,2020,1612.98,24.13,71.89
Telangana,District_43,2013,897.45,35.4,79.35
Madhya Pradesh,District_20,2021,529.45,36.75,83.88
Andhra Pradesh,District_35,2011,1786.31,28.32,52.17
Karnataka,District_43,2011,1940.53,32.86,81.43
Madhya Pradesh,District_3,2013,1029.82,37.14,76.06
Andhra Pradesh,District_18,2013,1983.53,33.61,68.05
Tamil Nadu,District_35,2014,848.58,21.44,67.25
Telangana,District_10,2019,413.18,33.66,55.57
Karnataka,District_36,2023,1273.18,21.5,67.03
Uttar Pradesh,District_30,2019,1775.94,32.38,59.22
Maharashtra,District_26,2022,1349.72,25.34,84.44
Maharashtra,District_30,2019,316.03,19.24,69.1
Karnataka,District_31,2018,320.12,22.98,54.95
Karnataka,District_4,2024,1531.4,28.3,47.22
Tamil Nadu,District_24,2020,1737.08,39.87,74.7
Telangana,District_1,2018,730.16,23.63,73.24
Karnataka,District_26,2016,1099.22,39.53,58.0
Maharashtra,District_49,2015,1933.85,26.01,48.11
Madhya Pradesh,District_29,2019,1082.98,39.12,75.81
Telangana,District_38,2014,530.88,39.03,53.52
Karnataka,District_36,2013,1849.81,21.14,83.1
Telangana,District_9,2011,1141.79,36.23,76.31
Tamil Nadu,District_42,2013,885.32,29.38,84.62
Punjab,District_32,2020,465.64,33.1,89.23
Uttar Pradesh,District_37,2016,1079.06,35.07,57.05
Karnataka,District_40,2010,1608.44,20.74,65.2
Karnataka,District_18,2012,1519.21,35.58,60.19
Uttar Pradesh,District_24,2013,1144.2,24.66,43.88
Telangana,District_40,2016,1523.21,34.11,60.25
Karnataka,District_18,2012,896.29,30.62,62.19
Madhya Pradesh,District_39,2013,1549.96,33.06,48.67
Telangana,District_8,2010,445.75,31.7,84.17
Punjab,District_39,2021,638.7,35.83,54.62
Telangana,District_11,2010,1792.13,37.68,77.93
Karnataka,District_43,2019,799.21,27.88,43.81
Maharashtra,District_35,2021,650.1,26.63,41.5
Uttar Pradesh,District_24,2012,451.3,23.33,89.77
Tamil Nadu,District_13,2016,968.02,35.9,46.15
Telangana,District_31,2022,413.87,39.27,78.29
Maharashtra,District_30,2020,1144.87,22.3,70.23
Telangana,District_29,2015,1862.65,28.07,62.65
Madhya Pradesh,District_42,2024,1638.13,34.95,41.85
Maharashtra,District_6,2014,369.15,31.99,56.43
Karnataka,District_3,2017,809.59,35.93,85.0
Tamil Nadu,District_28,2020,619.0,18.36,85.26
Uttar Pradesh,District_10,2017,413.8,38.05,69.98
Maharashtra,District_34,2013,484.69,19.35,68.73
Andhra Pradesh,District_1,2019,1843.85,27.8,61.28
Telangana,District_12,2015,827.14,24.07,78.78
Maharashtra,District_36,2021,966.78,38.42,84.15
Tamil Nadu,District_32,2010,1125.69,24.05,76.38
Madhya Pradesh,District_11,2019,1566.38,26.21,66.26
Tamil Nadu,District_1,2024,1657.23,37.54,71.73
Madhya Pradesh,District_48,2023,1938.34,29.82,50.99
Tamil Nadu,District_6,2021,658.15,37.76,89.56
Uttar Pradesh,District_27,2019,811.81,32.54,86.79
Punjab,District_15,2018,832.03,19.74,87.83
Maharashtra,District_10,2023,1056.94,27.57,48.34
Maharashtra,District_24,2014,1672.59,21.88,72.64
Karnataka,District_8,2024,707.08,19.43,72.82
Uttar Pradesh,District_17,2023,1630.97,26.22,57.75
Andhra Pradesh,District_24,2024,646.87,37.99,83.26
Punjab,District_13,2017,1507.25,20.59,79.12
Maharashtra,District_9,2024,1658.3,18.15,75.98
Punjab,District_6,2019,1751.43,38.57,41.44
Karnataka,District_29,2019,1167.49,29.66,89.53
Uttar Pradesh,District_23,2010,858.82,30.29,75.92
Telangana,District_22,2023,1613.05,38.43,88.47
Andhra Pradesh,District_21,2013,845.56,33.4,44.34
Punjab,District_17,2022,551.75,36.19,74.72
Tamil Nadu,District_34,2011,1718.97,34.95,77.24
Andhra Pradesh,District_26,2011,999.11,31.46,43.23
Madhya Pradesh,District_50,2011,1270.42,33.14,43.22
Telangana,District_25,2011,1861.35,30.34,78.11
Uttar Pradesh,District_48,2017,530.85,25.82,79.88
Uttar Pradesh,District_38,2015,1247.21,24.28,85.51
Maharashtra,District_3,2018,1249.9,21.87,78.6
Maharashtra,District_3,2011,1765.22,25.79,52.02
Punjab,District_14,2022,880.14,30.69,88.44
Karnataka,District_42,2010,982.06,30.93,53.36
Maharashtra,District_10,2023,1182.8,33.04,76.36
Maharashtra,District_2,2017,584.24,37.35,66.47
Andhra Pradesh,District_7,2019,1100.12,32.34,46.12
Telangana,District_14,2023,1041.34,21.76,86.36
Tamil Nadu,District_49,2022,635.57,18.57,69.4
Tamil Nadu,District_17,2012,1716.14,22.33,44.59
Karnataka,District_10,2012,1032.76,37.98,59.17
Uttar Pradesh,District_35,2017,820.31,30.49,78.25
Uttar Pradesh,District_49,2014,521.64,36.67,70.92
Telangana,District_45,2017,452.57,23.15,51.17
Andhra Pradesh,District_27,2011,1932.39,33.62,68.47
Uttar Pradesh,District_48,2019,1991.76,34.1,55.44
Madhya Pradesh,District_3,2018,1826.47,35.81,66.36
Tamil Nadu,District_47,2011,1079.67,29.78,55.9
Madhya Pradesh,District_25,2018,1673.46,35.46,64.81
Madhya Pradesh,District_7,2019,1718.28,38.58,82.11
Madhya Pradesh,District_13,2015,809.68,39.06,50.6
Uttar Pradesh,District_39,2021,1296.25,20.76,40.09
Karnataka,District_43,2021,1926.6,31.73,47.75
Madhya Pradesh,District_46,2014,776.12,20.5,82.09
Maharashtra,District_25,2024,1426.91,38.3,60.75
Maharashtra,District_43,2016,1426.32,39.02,76.99
Uttar Pradesh,District_29,2024,1069.54,28.99,41.54
Punjab,District_19,2023,1133.56,39.12,47.32
Andhra Pradesh,District_39,2016,1075.85,34.86,68.45
Tamil Nadu,District_22,2013,1185.83,33.31,76.02
Punjab,District_2,2016,552.92,30.78,79.39
Punjab,District_22,2012,1651.07,26.95,72.15
Punjab,District_35,2012,1423.83,39.2,77.83
Maharashtra,District_34,2024,1955.5,22.34,48.29
Karnataka,District_5,2016,717.59,35.66,72.91
Uttar Pradesh,District_27,2010,548.15,26.08,61.26
Karnataka,District_18,2017,882.34,34.57,85.74
Tamil Nadu,District_48,2020,1166.56,21.6,70.76
Madhya Pradesh,District_3,2011,648.52,26.21,67.08
Punjab,District_47,2010,1083.02,38.82,68.91
Andhra Pradesh,District_21,2015,1392.44,30.26,81.57
Karnataka,District_24,2013,395.49,28.81,40.56
Telangana,District_26,2016,1588.65,34.55,83.01
Karnataka,District_20,2021,1897.51,27.18,41.46
Madhya Pradesh,District_13,2012,756.02,28.85,69.13
Madhya Pradesh,District_6,2020,1619.58,30.33,65.13
Andhra Pradesh,District_26,2011,1010.49,39.78,58.52
Madhya Pradesh,District_48,2021,1429.54,35.72,46.44
Punjab,District_43,2024,1563.13,18.88,46.2
Karnataka,District_30,2020,801.46,35.24,77.11
Punjab,District_14,2013,1638.58,29.07,45.67
Maharashtra,District_47,2013,478.69,23.07,74.36
Andhra Pradesh,District_37,2020,1977.43,36.78,89.52
Maharashtra,District_38,2013,872.94,23.95,74.09
Maharashtra,District_30,2012,680.46,25.05,43.76
Tamil Nadu,District_15,2016,535.71,19.39,67.1
Uttar Pradesh,District_19,2024,1680.71,39.51,81.72
Punjab,District_11,2014,1296.01,35.5,87.73
Punjab,District_20,2020,1917.84,21.26,76.38
Punjab,District_25,2013,1401.05,28.77,55.48
Punjab,District_38,2014,879.01,25.41,52.56
Uttar Pradesh,District_43,2016,1721.9,18.71,79.19
Andhra Pradesh,District_30,2013,778.1,38.4,78.02
Maharashtra,District_40,2021,794.43,36.47,64.32
Tamil Nadu,District_23,2022,348.08,39.71,44.34
Tamil Nadu,District_44,2023,728.44,23.34,73.6
Maharashtra,District_17,2019,744.44,33.39,69.52
Maharashtra,District_1,2014,805.79,20.6,40.59
Telangana,District_42,2024,926.67,27.49,72.12
Andhra Pradesh,District_14,2015,1280.35,36.63,46.62
Tamil Nadu,District_39,2015,667.86,18.18,81.29
Madhya Pradesh,District_18,2021,1382.49,28.58,73.68
Andhra Pradesh,District_41,2021,526.64,27.56,42.58
Punjab,District_16,2016,1882.55,33.2,66.59
Tamil Nadu,District_10,2019,344.39,23.23,80.27
Karnataka,District_44,2022,1843.94,21.81,81.5
Karnataka,District_9,2012,1230.24,32.32,44.27
Tamil Nadu,District_14,2021,1507.08,32.11,43.95
Telangana,District_2,2017,807.18,34.54,78.75
Madhya Pradesh,District_42,2014,595.46,23.43,51.63
Madhya Pradesh,District_21,2010,1910.4,18.36,69.7
Karnataka,District_42,2013,1049.71,37.32,70.44
Uttar Pradesh,District_2,2020,1116.87,22.54,71.49
Punjab,District_6,2013,1975.65,27.2,56.89
Punjab,District_11,2023,871.32,28.31,42.0
Uttar Pradesh,District_41,2017,470.33,22.12,66.87
Andhra Pradesh,District_3,2022,1297.75,29.46,65.75
Madhya Pradesh,District_11,2019,1243.17,38.11,61.66
Madhya Pradesh,District_4,2018,1614.28,23.97,53.98
Maharashtra,District_15,2012,1923.63,29.45,82.15
Andhra Pradesh,District_26,2024,823.05,24.79,58.5
Punjab,District_44,2021,1527.05,39.58,46.34
Andhra Pradesh,District_36,2020,1038.66,22.85,77.91
Punjab,District_15,2019,1632.41,20.41,71.81
Madhya Pradesh,District_49,2010,579.27,21.14,55.46
Andhra Pradesh,District_50,2020,1151.46,26.08,47.56
Punjab,District_22,2022,431.22,30.16,61.98
Tamil Nadu,District_37,2022,1254.0,32.7,43.3
Tamil Nadu,District_10,2020,587.26,30.37,51.14
Andhra Pradesh,District_20,2017,1932.08,37.92,88.2
Maharashtra,District_32,2018,1242.36,25.93,47.52
Telangana,District_9,2013,1199.94,33.67,53.75
Punjab,District_50,2014,1952.96,23.9,46.95
Madhya Pradesh,District_31,2013,1147.31,33.0,85.6
Telangana,District_44,2013,1450.43,38.37,86.24
Karnataka,District_40,2020,379.36,39.52,42.97
Uttar Pradesh,District_31,2022,1504.18,34.05,84.91
Karnataka,District_28,2012,477.33,38.73,47.12
Madhya Pradesh,District_11,2019,1626.4,32.97,59.86
Maharashtra,District_36,2013,1790.64,39.19,69.31
Uttar Pradesh,District_41,2018,836.3,37.76,63.12
Uttar Pradesh,District_4,2016,1792.82,20.35,46.8
Andhra Pradesh,District_50,2015,1120.48,28.43,79.58
Punjab,District_14,2021,1271.68,25.64,74.37
Tamil Nadu,District_46,2018,998.67,18.59,87.06
Karnataka,District_29,2020,1110.12,28.27,57.65
Uttar Pradesh,District_28,2022,1844.06,21.26,61.52
Uttar Pradesh,District_25,2021,1910.4,18.8,57.49
Andhra Pradesh,District_23,2011,1057.98,27.79,43.15
Madhya Pradesh,District_33,2013,1174.41,23.11,42.75
Telangana,District_30,2018,497.5,38.58,78.07
Madhya Pradesh,District_9,2017,853.56,35.88,54.24
Maharashtra,District_38,2024,1172.5,39.04,64.36
Madhya Pradesh,District_25,2010,644.39,37.39,88.95
Tamil Nadu,District_18,2018,1280.11,34.02,40.88
Madhya Pradesh,District_43,2022,1464.98,31.15,65.88
Tamil Nadu,District_7,2019,1404.93,19.44,65.91
Madhya Pradesh,District_24,2011,1052.27,23.85,89.93
Karnataka,District_40,2010,1607.84,33.64,81.72
Andhra Pradesh,District_21,2011,843.19,26.83,43.34
Tamil Nadu,District_35,2019,1097.77,25.16,47.86
Telangana,District_43,2020,759.26,20.29,41.7
Telangana,District_11,2015,1326.17,19.54,49.84
Madhya Pradesh,District_2,2011,1049.2,22.62,50.62
Maharashtra,District_15,2023,669.09,36.36,44.49
Maharashtra,District_15,2010,823.91,32.59,66.36
Telangana,District_5,2014,775.1,25.5,88.75
Telangana,District_40,2023,1848.55,19.34,80.19
Madhya Pradesh,District_16,2020,1187.32,22.14,50.17
Andhra Pradesh,District_44,2011,1409.51,27.9,79.15
Tamil Nadu,District_46,2020,1889.05,21.37,89.11
Andhra Pradesh,District_21,2013,609.77,34.78,81.76
Maharashtra,District_45,2020,1892.72,35.35,63.43
Maharashtra,District_9,2023,1217.38,21.01,53.47
Maharashtra,District_7,2024,1755.56,33.99,77.39
Uttar Pradesh,District_27,2020,585.59,29.27,79.32
Tamil Nadu,District_17,2020,763.99,39.17,54.84
Karnataka,District_2,2017,630.09,35.33,51.21
Madhya Pradesh,District_40,2019,1410.82,30.88,73.61
Maharashtra,District_26,2020,539.29,31.28,84.42
Maharashtra,District_45,2015,1647.29,21.94,41.04
Andhra Pradesh,District_8,2017,725.74,37.66,89.35
Andhra Pradesh,District_50,2014,734.31,30.3,49.59
Karnataka,District_45,2011,777.91,30.63,57.47
Punjab,District_40,2010,1568.86,30.66,42.65
Karnataka,District_16,2021,1871.17,24.08,42.78
Karnataka,District_20,2017,1842.77,35.87,53.64
Karnataka,District_32,2010,472.13,36.97,68.25
Andhra Pradesh,District_32,2019,746.14,24.33,85.05
Maharashtra,District_35,2018,1442.71,27.72,43.49
Andhra Pradesh,District_15,2013,1351.54,21.94,67.29
Uttar Pradesh,District_42,2015,895.05,23.25,60.81
Telangana,District_50,2015,1766.83,25.39,89.46
Telangana,District_32,2012,521.79,37.84,49.36
Punjab,District_30,2010,1386.35,31.78,58.48
Maharashtra,District_19,2015,764.24,30.93,41.67
Karnataka,District_24,2019,1196.2,38.83,85.71
Maharashtra,District_2,2014,958.73,35.41,71.12
Telangana,District_21,2013,1965.55,18.35,69.39
Madhya Pradesh,District_42,2018,1127.38,20.74,42.44
Punjab,District_16,2022,1959.36,23.45,44.95
Maharashtra,District_40,2013,733.54,24.69,79.51
Karnataka,District_39,2010,1605.5,36.35,67.47
Uttar Pradesh,District_36,2019,1519.0,34.94,49.95
Uttar Pradesh,District_41,2022,1741.0,21.2,67.49
Uttar Pradesh,District_2,2015,1479.13,29.75,88.41
Madhya Pradesh,District_16,2022,1460.01,20.4,45.18
Punjab,District_29,2016,1423.2,21.8,88.51
Punjab,District_7,2010,1974.59,23.33,78.75
Madhya Pradesh,District_15,2018,687.77,37.92,47.21
Andhra Pradesh,District_23,2019,351.19,26.05,80.73
Karnataka,District_5,2011,1452.55,38.15,77.2
Andhra Pradesh,District_1,2016,592.97,34.52,68.7
Uttar Pradesh,District_5,2020,1454.95,34.49,78.72
Telangana,District_13,2017,843.47,35.68,47.06
Uttar Pradesh,District_26,2017,373.7,20.11,76.08
Tamil Nadu,District_13,2010,1608.61,35.92,72.05
Madhya Pradesh,District_32,2019,387.8,23.56,54.23
Maharashtra,District_29,2010,681.04,39.65,74.52
Madhya Pradesh,District_18,2019,871.89,36.66,73.94
Madhya Pradesh,District_2,2013,525.67,39.93,51.95
Tamil Nadu,District_27,2011,1853.07,38.62,47.38
Karnataka,District_50,2019,1357.12,25.91,58.11
Andhra Pradesh,District_42,2021,1788.17,38.72,59.96
Madhya Pradesh,District_3,2013,1459.49,25.27,81.21
Karnataka,District_30,2015,1986.31,32.5,61.8
